Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
18998,"['CC1210', 'CC2277', 'CC1799', 'CC4731', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 09:40:00,1215.0,3606.6666666666665
18999,"['CC1210', 'CC1918', 'CC1551', 'CC3149', 'CC4679']",EGLL,EGLL,06:05:00,20:55:00,0 days 09:45:00,0.0,2410.75
19000,"['CC3778', 'CC2654', 'CC3597', 'CC2594']",EHAM,EHAM,10:35:00,22:35:00,0 days 07:00:00,0.0,1781.0
19001,"['CC1152', 'CC2486', 'CC1301', 'CC1975']",EGLL,EGLL,06:50:00,20:35:00,0 days 07:00:00,0.0,1781.0
19002,"['CC1110', 'CC2538', 'CC1551', 'CC2204']",EGLL,EGLL,06:50:00,19:20:00,0 days 07:20:00,0.0,1857.3333333333333
19003,"['CC3840', 'CC2849', 'CC3809']",EDDF,LFPG,08:45:00,22:35:00,0 days 06:00:00,1215.0,2767.0
19004,"['CC1210', 'CC2332', 'CC1394', 'CC2204', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 09:00:00,1215.0,3454.0
19005,"['CC1918', 'CC1435', 'CC3191']",LFPG,ESSA,08:50:00,23:20:00,0 days 06:50:00,540.0,2282.833333333333
19006,"['CC1799', 'CC4731']",EGLL,EGLL,12:40:00,19:45:00,0 days 04:20:00,0.0,1170.3333333333335
19007,"['CC1110', 'CC2398', 'CC1551', 'CC2204', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
19008,"['CC1733', 'CC3644']",EGLL,LFPG,08:55:00,19:45:00,0 days 03:50:00,1215.0,2270.8333333333335
19009,"['CC1110', 'CC2361', 'CC1247', 'CC2204', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
19010,"['CC1733', 'CC3509', 'CC1394', 'CC2204']",EGLL,EGLL,08:55:00,19:20:00,0 days 07:50:00,0.0,1971.8333333333333
19011,"['CC2745', 'CC3741', 'CC2724']",LFPG,EHAM,07:30:00,13:45:00,0 days 05:15:00,705.0,2085.25
19012,"['CC1110', 'CC2032', 'CC1198', 'CC2953']",EGLL,LEMD,06:50:00,21:50:00,0 days 07:55:00,555.0,2545.916666666667
19013,"['CC2332', 'CC1601', 'CC2875']",LFPG,EDDF,12:05:00,23:05:00,0 days 05:50:00,650.0,2163.833333333333
19014,"['CC1463', 'CC2302', 'CC1601', 'CC2146']",EGLL,EGLL,11:35:00,19:50:00,0 days 07:20:00,0.0,1857.3333333333333
19015,"['CC1152', 'CC2032', 'CC1301', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
19016,"['CC3897', 'CC2361', 'CC1551', 'CC2773', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 09:10:00,1215.0,3492.166666666667
19017,"['CC3897', 'CC2361', 'CC1198', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
19018,"['CC1733', 'CC3509', 'CC1394', 'CC2627']",EGLL,EHAM,08:55:00,21:20:00,0 days 07:45:00,705.0,2657.75
19019,"['CC2097', 'CC1069', 'CC2124', 'CC1394']",LFPG,LFPG,06:30:00,16:50:00,0 days 06:50:00,0.0,1742.8333333333333
19020,"['CC2361', 'CC1198', 'CC2066', 'CC1490']",LFPG,LFPG,09:35:00,22:20:00,0 days 07:00:00,0.0,1781.0
19021,"['CC2097', 'CC1463', 'CC1975']",LFPG,EGLL,06:30:00,20:35:00,0 days 05:10:00,785.0,2146.166666666667
19022,"['CC3897', 'CC2538', 'CC1551', 'CC2773']",EDDF,EHAM,06:05:00,18:15:00,0 days 07:35:00,705.0,2619.583333333333
19023,"['CC3897', 'CC2697', 'CC3644']",EDDF,LFPG,06:05:00,19:45:00,0 days 05:30:00,1215.0,2652.5
19024,"['CC1110', 'CC2032', 'CC1551', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:35:00,555.0,2469.583333333333
19025,"['CC1069', 'CC2443', 'CC1874']",EGLL,EIDW,08:55:00,22:15:00,0 days 05:40:00,555.0,2030.6666666666667
19026,"['CC3169', 'CC4769', 'CC1394', 'CC3191']",LFPG,ESSA,07:30:00,23:20:00,0 days 09:55:00,540.0,2988.9166666666665
19027,"['CC3621', 'CC2277', 'CC1198', 'CC2246', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:15:00,555.0,2851.25
19028,"['CC2361', 'CC1198', 'CC2246', 'CC1527']",LFPG,LFPG,09:35:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
19029,"['CC2175', 'CC1011', 'CC2246', 'CC1874']",LFPG,EIDW,08:25:00,22:15:00,0 days 07:20:00,555.0,2412.333333333333
19030,"['CC2745', 'CC3568']",LFPG,LFPG,07:30:00,20:50:00,0 days 03:30:00,0.0,979.5
19031,"['CC1638', 'CC2277', 'CC1551', 'CC2773']",EGLL,EHAM,07:20:00,18:15:00,0 days 07:25:00,705.0,2581.416666666667
19032,"['CC1152', 'CC2654', 'CC3404', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 07:20:00,1215.0,3072.333333333333
19033,"['CC2410', 'CC1011', 'CC2146', 'CC1125']",LFPG,LFPG,07:25:00,22:05:00,0 days 06:50:00,0.0,1742.8333333333333
19034,"['CC1069', 'CC2579', 'CC3434', 'CC1125']",EGLL,LFPG,08:55:00,22:05:00,0 days 07:10:00,1215.0,3034.166666666667
19035,"['CC1638', 'CC2277', 'CC1551', 'CC2697', 'CC3644']",EGLL,LFPG,07:20:00,19:45:00,0 days 09:10:00,1215.0,3492.166666666667
19036,"['CC2745', 'CC3741', 'CC2302', 'CC1601', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 09:35:00,660.0,3032.583333333333
19037,"['CC1110', 'CC2361', 'CC1198', 'CC2146']",EGLL,EGLL,06:50:00,19:50:00,0 days 06:50:00,0.0,1742.8333333333333
19038,"['CC2097', 'CC1069', 'CC2124', 'CC1394', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 10:10:00,540.0,3046.1666666666665
19039,"['CC2410', 'CC1284', 'CC2654', 'CC3718']",LFPG,LFPG,07:25:00,21:50:00,0 days 07:00:00,0.0,1781.0
19040,"['CC1152', 'CC2361', 'CC1847']",EGLL,EIDW,06:50:00,18:55:00,0 days 05:40:00,555.0,2030.6666666666667
19041,"['CC4769', 'CC1601', 'CC2875']",EIDW,EDDF,11:45:00,23:05:00,0 days 06:10:00,650.0,2240.166666666667
19042,"['CC1210', 'CC2175', 'CC1463', 'CC2806']",EGLL,EHAM,06:05:00,18:40:00,0 days 06:55:00,705.0,2466.916666666667
19043,"['CC3897', 'CC2398', 'CC1011', 'CC2066', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
19044,"['CC1152', 'CC2398', 'CC1551', 'CC2697', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:50:00,1215.0,3415.833333333333
19045,"['CC2538', 'CC1247', 'CC3056']",LFPG,EDDM,09:30:00,22:55:00,0 days 05:55:00,660.0,2192.916666666667
19046,"['CC2410', 'CC1284', 'CC2579', 'CC3597', 'CC3056']",LFPG,EDDM,07:25:00,22:55:00,0 days 09:15:00,660.0,2956.25
19047,"['CC3897', 'CC1940', 'CC1601', 'CC2627']",EDDF,EHAM,06:05:00,21:20:00,0 days 07:25:00,705.0,2581.416666666667
19048,"['CC2097', 'CC1373', 'CC2500', 'CC1814']",LFPG,EIDW,06:30:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
19049,"['CC1210', 'CC3343', 'CC5181', 'CC2773', 'CC3540']",EGLL,LFPG,06:05:00,22:35:00,0 days 10:10:00,1215.0,3721.1666666666665
19050,"['CC2745', 'CC3741', 'CC2654', 'CC3404', 'CC1527']",LFPG,LFPG,07:30:00,22:30:00,0 days 09:10:00,0.0,2277.166666666667
19051,"['CC1210', 'CC2175', 'CC1247', 'CC2697', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:30:00,1215.0,3339.5
19052,"['CC1210', 'CC2175', 'CC1031', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:40:00,0.0,1704.6666666666667
19053,"['CC1110', 'CC2806']",EGLL,EHAM,06:50:00,18:40:00,0 days 03:25:00,705.0,1665.4166666666665
19054,"['CC2032', 'CC1551', 'CC2246', 'CC1347', 'CC2594']",LFPG,EHAM,10:40:00,22:35:00,0 days 08:55:00,705.0,2924.916666666667
19055,"['CC1152', 'CC2398', 'CC1551', 'CC2204', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 09:00:00,1215.0,3454.0
19056,"['CC1638', 'CC2032', 'CC1247', 'CC2443', 'CC1490']",EGLL,LFPG,07:20:00,22:20:00,0 days 09:00:00,1215.0,3454.0
19057,"['CC4829', 'CC2002', 'CC1301', 'CC2806']",EIDW,EHAM,07:45:00,18:40:00,0 days 07:50:00,705.0,2676.833333333333
19058,"['CC2745', 'CC3741', 'CC2124', 'CC1031', 'CC3191']",LFPG,ESSA,07:30:00,23:20:00,0 days 10:10:00,540.0,3046.1666666666665
19059,"['CC2097', 'CC1301', 'CC2875']",LFPG,EDDF,06:30:00,23:05:00,0 days 05:30:00,650.0,2087.5
19060,"['CC1069', 'CC2124', 'CC1394', 'CC2204', 'CC1814']",EGLL,EIDW,08:55:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
19061,"['CC2538', 'CC1011', 'CC2773', 'CC3540']",LFPG,LFPG,09:30:00,22:35:00,0 days 07:10:00,0.0,1819.1666666666667
19062,"['CC2410', 'CC1551', 'CC2066', 'CC1527']",LFPG,LFPG,07:25:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
19063,"['CC1110', 'CC2398', 'CC1247', 'CC2443', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
19064,"['CC3897', 'CC2486', 'CC1394', 'CC2204', 'CC1874']",EDDF,EIDW,06:05:00,22:15:00,0 days 09:40:00,555.0,2946.6666666666665
19065,"['CC1110', 'CC2361', 'CC1601', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 07:15:00,705.0,2543.25
19066,"['CC2654', 'CC3434', 'CC1527']",LFPG,LFPG,13:15:00,22:30:00,0 days 05:40:00,0.0,1475.6666666666667
19067,"['CC2538', 'CC1198', 'CC2246', 'CC1527']",LFPG,LFPG,09:30:00,22:30:00,0 days 07:20:00,0.0,1857.3333333333333
19068,"['CC2097', 'CC1373', 'CC2849', 'CC4047', 'CC4519']",LFPG,EDDF,06:30:00,21:10:00,0 days 08:40:00,650.0,2812.666666666667
19069,"['CC3621', 'CC1918', 'CC1551', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 07:30:00,660.0,2555.5
19070,"['CC1110', 'CC2032', 'CC1247', 'CC2773', 'CC3540']",EGLL,LFPG,06:50:00,22:35:00,0 days 08:30:00,1215.0,3339.5
19071,"['CC2097', 'CC1373', 'CC2849', 'CC3960', 'CC4314']",LFPG,LFPG,06:30:00,22:10:00,0 days 09:20:00,0.0,2315.333333333333
19072,"['CC2410', 'CC1284', 'CC2486', 'CC1301', 'CC2204']",LFPG,EGLL,07:25:00,19:20:00,0 days 09:00:00,785.0,3024.0
19073,"['CC1210', 'CC1918', 'CC1011', 'CC2594']",EGLL,EHAM,06:05:00,22:35:00,0 days 06:45:00,705.0,2428.75
19074,"['CC1210', 'CC2398', 'CC1847']",EGLL,EIDW,06:05:00,18:55:00,0 days 05:40:00,555.0,2030.6666666666667
19075,"['CC3621', 'CC1940', 'CC1394', 'CC2204', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:55:00,1215.0,3434.916666666667
19076,"['CC4439', 'CC4200', 'CC4974', 'CC3056']",EDDM,EDDM,06:55:00,22:55:00,0 days 08:35:00,0.0,2143.583333333333
19077,"['CC3677', 'CC2579', 'CC3434', 'CC1347', 'CC2594']",EHAM,EHAM,07:40:00,22:35:00,0 days 09:10:00,0.0,2277.166666666667
19078,"['CC1069', 'CC2002', 'CC1031', 'CC2953']",EGLL,LEMD,08:55:00,21:50:00,0 days 07:55:00,555.0,2545.916666666667
19079,"['CC1210', 'CC2032', 'CC1551', 'CC2697', 'CC3597']",EGLL,LFPG,06:05:00,19:25:00,0 days 08:40:00,1215.0,3377.666666666667
19080,"['CC3621', 'CC3343', 'CC5181', 'CC2875']",EHAM,EDDF,06:20:00,23:05:00,0 days 08:45:00,650.0,2831.75
19081,"['CC1152', 'CC2277', 'CC1551']",EGLL,LFPG,06:50:00,14:50:00,0 days 05:20:00,1215.0,2614.333333333333
19082,"['CC2097', 'CC1069', 'CC2486', 'CC1301', 'CC1975']",LFPG,EGLL,06:30:00,20:35:00,0 days 08:40:00,785.0,2947.666666666667
19083,"['CC2097', 'CC1373', 'CC2579', 'CC3404', 'CC1125']",LFPG,LFPG,06:30:00,22:05:00,0 days 09:00:00,0.0,2239.0
19084,"['CC3621', 'CC2277', 'CC1551', 'CC2697', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 08:55:00,1215.0,3434.916666666667
19085,"['CC1210', 'CC2175', 'CC1601', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 07:00:00,0.0,1781.0
19086,"['CC1152', 'CC2032', 'CC1394', 'CC3191']",EGLL,ESSA,06:50:00,23:20:00,0 days 08:30:00,540.0,2664.5
19087,"['CC3897', 'CC2398', 'CC1198', 'CC2066', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
19088,"['CC2097', 'CC1551', 'CC2697', 'CC3568']",LFPG,LFPG,06:30:00,20:50:00,0 days 07:00:00,0.0,1781.0
19089,"['CC1210', 'CC2175', 'CC1463', 'CC2246', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 09:05:00,705.0,2963.083333333333
19090,"['CC3621', 'CC1918', 'CC1551', 'CC2246', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:55:00,1215.0,3434.916666666667
19091,"['CC3621', 'CC1918', 'CC1301', 'CC2204', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:15:00,555.0,2851.25
19092,"['CC3621', 'CC1918', 'CC1031', 'CC2146', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 08:55:00,555.0,2774.916666666667
19093,"['CC2097', 'CC1069', 'CC1940', 'CC1874']",LFPG,EIDW,06:30:00,22:15:00,0 days 07:10:00,555.0,2374.166666666667
19094,"['CC1674', 'CC3778', 'CC2953']",EGLL,LEMD,06:35:00,21:50:00,0 days 06:45:00,555.0,2278.75
19095,"['CC1152', 'CC2398', 'CC1394', 'CC2204', 'CC1874']",EGLL,EIDW,06:50:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
19096,"['CC4920', 'CC2486', 'CC1394', 'CC3056']",LPPT,EDDM,08:30:00,22:55:00,0 days 09:10:00,660.0,2937.166666666667
19097,"['CC1435', 'CC2246', 'CC1814']",EGLL,EIDW,10:55:00,22:45:00,0 days 05:50:00,555.0,2068.833333333333
19098,"['CC2277', 'CC1247', 'CC3149', 'CC4679']",LFPG,EGLL,10:10:00,20:55:00,0 days 08:05:00,785.0,2814.083333333333
19099,"['CC1069', 'CC2332', 'CC1301', 'CC2806', 'CC3568']",EGLL,LFPG,08:55:00,20:50:00,0 days 08:50:00,1215.0,3415.833333333333
19100,"['CC1373', 'CC2302', 'CC1601', 'CC2146']",EGLL,EGLL,10:40:00,19:50:00,0 days 07:20:00,0.0,1857.3333333333333
19101,"['CC2410', 'CC1284', 'CC2724', 'CC3473', 'CC1347']",LFPG,LFPG,07:25:00,20:20:00,0 days 09:10:00,0.0,2277.166666666667
19102,"['CC3897', 'CC2032', 'CC1601', 'CC1975']",EDDF,EGLL,06:05:00,20:35:00,0 days 07:20:00,785.0,2642.333333333333
19103,"['CC1918', 'CC1601', 'CC2146', 'CC1814']",LFPG,EIDW,08:50:00,22:45:00,0 days 07:30:00,555.0,2450.5
19104,"['CC1674', 'CC3778', 'CC2124', 'CC1301', 'CC2627']",EGLL,EHAM,06:35:00,21:20:00,0 days 09:05:00,705.0,2963.083333333333
19105,"['CC2097', 'CC1284', 'CC2443', 'CC1814']",LFPG,EIDW,06:30:00,22:45:00,0 days 07:20:00,555.0,2412.333333333333
19106,"['CC3897', 'CC1918', 'CC1011', 'CC2443', 'CC1490']",EDDF,LFPG,06:05:00,22:20:00,0 days 09:00:00,1215.0,3454.0
19107,"['CC1110', 'CC2032', 'CC1601', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
19108,"['CC3621', 'CC2538', 'CC1551', 'CC2806', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 09:05:00,1215.0,3473.083333333333
19109,"['CC1940', 'CC1394']",LFPG,LFPG,12:20:00,16:50:00,0 days 03:30:00,0.0,979.5
19110,"['CC2361', 'CC1799', 'CC4781', 'CC2875']",LFPG,EDDF,09:35:00,23:05:00,0 days 08:25:00,650.0,2755.416666666667
19111,"['CC3621', 'CC2277', 'CC1247', 'CC2697', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 08:45:00,1215.0,3396.75
19112,"['CC3897', 'CC1918', 'CC1435', 'CC2992', 'CC4242']",EDDF,LFPG,06:05:00,22:05:00,0 days 10:50:00,1215.0,3873.8333333333335
19113,"['CC3621', 'CC1940', 'CC1394', 'CC3191']",EHAM,ESSA,06:20:00,23:20:00,0 days 08:35:00,540.0,2683.583333333333
19114,"['CC2175', 'CC1373', 'CC2204', 'CC1490']",LFPG,LFPG,08:25:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
19115,"['CC3897', 'CC2398', 'CC1011', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
19116,"['CC3897', 'CC2538', 'CC1011', 'CC2246', 'CC1874']",EDDF,EIDW,06:05:00,22:15:00,0 days 09:40:00,555.0,2946.6666666666665
19117,"['CC3897', 'CC3343', 'CC5181', 'CC2773', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 10:30:00,1215.0,3797.5
19118,"['CC2724', 'CC3644', 'CC3056']",LFPG,EDDM,12:50:00,22:55:00,0 days 05:45:00,660.0,2154.75
19119,"['CC1638', 'CC2486', 'CC1582', 'CC2627']",EGLL,EHAM,07:20:00,21:20:00,0 days 07:25:00,705.0,2581.416666666667
19120,"['CC4126', 'CC4483', 'CC4047', 'CC4314']",EDDF,LFPG,10:25:00,22:10:00,0 days 07:20:00,1215.0,3072.333333333333
19121,"['CC1940', 'CC1031', 'CC1975']",LFPG,EGLL,12:20:00,20:35:00,0 days 05:00:00,785.0,2108.0
19122,"['CC1152', 'CC2277', 'CC1551', 'CC2806', 'CC3540']",EGLL,LFPG,06:50:00,22:35:00,0 days 08:50:00,1215.0,3415.833333333333
19123,"['CC1110', 'CC2277', 'CC1601', 'CC1975']",EGLL,EGLL,06:50:00,20:35:00,0 days 07:10:00,0.0,1819.1666666666667
19124,"['CC2277', 'CC1031', 'CC3056']",LFPG,EDDM,10:10:00,22:55:00,0 days 05:45:00,660.0,2154.75
19125,"['CC1674', 'CC3778', 'CC2302', 'CC1601', 'CC3056']",EGLL,EDDM,06:35:00,22:55:00,0 days 09:55:00,660.0,3108.9166666666665
19126,"['CC3677', 'CC2032', 'CC1551', 'CC2066', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 08:35:00,1215.0,3358.583333333333
19127,"['CC3897', 'CC2925', 'CC3960', 'CC4282']",EDDF,LFPG,06:05:00,22:15:00,0 days 07:40:00,1215.0,3148.666666666667
19128,"['CC1152', 'CC3293', 'CC4949', 'CC2953']",EGLL,LEMD,06:50:00,21:50:00,0 days 09:55:00,555.0,3003.9166666666665
19129,"['CC1210', 'CC2332', 'CC1601', 'CC2146', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
19130,"['CC1210', 'CC2398', 'CC1198', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:50:00,0.0,1742.8333333333333
19131,"['CC1284', 'CC2002', 'CC1601']",EGLL,LFPG,10:20:00,17:45:00,0 days 05:20:00,1215.0,2614.333333333333
19132,"['CC1373', 'CC2579', 'CC3434', 'CC1125']",EGLL,LFPG,10:40:00,22:05:00,0 days 07:20:00,1215.0,3072.333333333333
19133,"['CC1110', 'CC2538', 'CC1247', 'CC2204', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
19134,"['CC2410', 'CC1435', 'CC2302', 'CC1874']",LFPG,EIDW,07:25:00,22:15:00,0 days 07:40:00,555.0,2488.666666666667
19135,"['CC2745', 'CC3741', 'CC2579', 'CC3473', 'CC1125']",LFPG,LFPG,07:30:00,22:05:00,0 days 09:00:00,0.0,2239.0
19136,"['CC1373', 'CC2246', 'CC1814']",EGLL,EIDW,10:40:00,22:45:00,0 days 05:50:00,555.0,2068.833333333333
19137,"['CC2277', 'CC1031']",LFPG,LFPG,10:10:00,17:45:00,0 days 03:30:00,0.0,979.5
19138,"['CC1152', 'CC2277', 'CC1551', 'CC2066', 'CC1701']",EGLL,EHAM,06:50:00,21:35:00,0 days 09:05:00,705.0,2963.083333333333
19139,"['CC1210', 'CC2332', 'CC1031', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
19140,"['CC1210', 'CC1918', 'CC1463', 'CC2806', 'CC3540']",EGLL,LFPG,06:05:00,22:35:00,0 days 08:40:00,1215.0,3377.666666666667
19141,"['CC2410', 'CC1373', 'CC2002', 'CC1031', 'CC1975']",LFPG,EGLL,07:25:00,20:35:00,0 days 08:40:00,785.0,2947.666666666667
19142,"['CC1210', 'CC2277', 'CC1301', 'CC2806', 'CC3568']",EGLL,LFPG,06:05:00,20:50:00,0 days 08:50:00,1215.0,3415.833333333333
19143,"['CC3897', 'CC2277', 'CC1031', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
19144,"['CC1152', 'CC2302', 'CC1031', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 06:55:00,705.0,2466.916666666667
19145,"['CC2097', 'CC1733', 'CC3509', 'CC1301', 'CC2806']",LFPG,EHAM,06:30:00,18:40:00,0 days 09:25:00,705.0,3039.416666666667
19146,"['CC3621', 'CC2361', 'CC1551', 'CC2697', 'CC3540']",EHAM,LFPG,06:20:00,22:35:00,0 days 08:55:00,1215.0,3434.916666666667
19147,"['CC1152', 'CC2032', 'CC1247', 'CC2443', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 08:40:00,1215.0,3377.666666666667
19148,"['CC2486', 'CC1301', 'CC3056']",LFPG,EDDM,12:25:00,22:55:00,0 days 05:55:00,660.0,2192.916666666667
19149,"['CC3621', 'CC2486', 'CC1301', 'CC2594']",EHAM,EHAM,06:20:00,22:35:00,0 days 07:10:00,0.0,1819.1666666666667
19150,"['CC2175', 'CC1198', 'CC3149']",LFPG,EIDW,08:25:00,17:50:00,0 days 05:45:00,555.0,2049.75
19151,"['CC2097', 'CC1373', 'CC2002', 'CC1582']",LFPG,LFPG,06:30:00,18:55:00,0 days 07:00:00,0.0,1781.0
19152,"['CC4694', 'CC1247', 'CC3149', 'CC4679']",EIDW,EGLL,09:40:00,20:55:00,0 days 08:25:00,785.0,2890.416666666667
19153,"['CC3897', 'CC2032', 'CC1247', 'CC2697', 'CC3718']",EDDF,LFPG,06:05:00,21:50:00,0 days 08:50:00,1215.0,3415.833333333333
19154,"['CC3897', 'CC2032', 'CC1031', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
19155,"['CC2097', 'CC1301', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 06:50:00,540.0,2282.833333333333
19156,"['CC3897', 'CC2277', 'CC1551', 'CC2146', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:10:00,1215.0,3492.166666666667
19157,"['CC2410', 'CC1247', 'CC2204', 'CC1814']",LFPG,EIDW,07:25:00,22:45:00,0 days 07:30:00,555.0,2450.5
19158,"['CC3677', 'CC2277', 'CC1301', 'CC1975']",EHAM,EGLL,07:40:00,20:35:00,0 days 07:05:00,785.0,2585.083333333333
19159,"['CC3677', 'CC2332', 'CC1394', 'CC2627']",EHAM,EHAM,07:40:00,21:20:00,0 days 07:10:00,0.0,1819.1666666666667
19160,"['CC1152', 'CC2302', 'CC1762']",EGLL,EHAM,06:50:00,19:35:00,0 days 05:35:00,705.0,2161.583333333333
19161,"['CC1638', 'CC2032', 'CC1582', 'CC3056']",EGLL,EDDM,07:20:00,22:55:00,0 days 07:45:00,660.0,2612.75
19162,"['CC1674', 'CC3778', 'CC2654', 'CC3473']",EGLL,EGLL,06:35:00,17:05:00,0 days 07:40:00,0.0,1933.6666666666667
19163,"['CC3778', 'CC2204', 'CC1125']",EHAM,LFPG,10:35:00,22:05:00,0 days 05:15:00,1215.0,2595.25
19164,"['CC3897', 'CC2538', 'CC1198', 'CC3149', 'CC4679']",EDDF,EGLL,06:05:00,20:55:00,0 days 10:15:00,785.0,3310.25
19165,"['CC3897', 'CC2124', 'CC1762']",EDDF,EHAM,06:05:00,19:35:00,0 days 05:45:00,705.0,2199.75
19166,"['CC3677', 'CC2724', 'CC3473', 'CC1490']",EHAM,LFPG,07:40:00,22:20:00,0 days 07:25:00,1215.0,3091.416666666667
19167,"['CC3621', 'CC2332', 'CC1762', 'CC3540']",EHAM,LFPG,06:20:00,22:35:00,0 days 07:25:00,1215.0,3091.416666666667
19168,"['CC1110', 'CC2032', 'CC1198', 'CC2146']",EGLL,EGLL,06:50:00,19:50:00,0 days 06:40:00,0.0,1704.6666666666667
19169,"['CC2097', 'CC1463', 'CC2302', 'CC1031', 'CC3191']",LFPG,ESSA,06:30:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
19170,"['CC3621', 'CC2332', 'CC1601', 'CC2146', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:55:00,1215.0,3434.916666666667
19171,"['CC1152', 'CC2486', 'CC1394', 'CC2204']",EGLL,EGLL,06:50:00,19:20:00,0 days 07:10:00,0.0,1819.1666666666667
19172,"['CC3621', 'CC2277', 'CC1247', 'CC2594']",EHAM,EHAM,06:20:00,22:35:00,0 days 07:00:00,0.0,1781.0
19173,"['CC1210', 'CC2032', 'CC1301', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:50:00,0.0,1742.8333333333333
19174,"['CC3621', 'CC1918', 'CC1582', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 07:30:00,660.0,2555.5
19175,"['CC2277', 'CC1247', 'CC2204', 'CC1125']",LFPG,LFPG,10:10:00,22:05:00,0 days 07:00:00,0.0,1781.0
19176,"['CC3897', 'CC1940', 'CC1490']",EDDF,LFPG,06:05:00,22:20:00,0 days 05:30:00,1215.0,2652.5
19177,"['CC3897', 'CC2032', 'CC1394', 'CC2875']",EDDF,EDDF,06:05:00,23:05:00,0 days 07:30:00,0.0,1895.5
19178,"['CC1210', 'CC1918', 'CC1247', 'CC2246', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
